number,value,datetime_start,datetime_complete,duration,params_beta,params_delta,params_phi,params_sigma_v,params_sigma_w,system_attrs_fixed_params,state
125,0.63618355974656,2026-03-28 14:58:23.377178,2026-03-28 14:58:23.603690,0 days 00:00:00.226512,0.021707130885866028,0.19353586196495154,0.9884792314414738,1.400409775672956,0.056927113978540965,,COMPLETE
126,0.6392556551138074,2026-03-28 14:58:23.603728,2026-03-28 14:58:23.832002,0 days 00:00:00.228274,0.04946098471676664,0.22011192795574774,0.9960774264147028,1.255723430319606,0.08313810776200982,,COMPLETE
127,0.6404973288977489,2026-03-28 14:58:23.832042,2026-03-28 14:58:24.056335,0 days 00:00:00.224293,0.012161569739387614,0.1858200150842525,0.9985451993706403,1.495989888791241,0.0722591161474082,,COMPLETE
128,1.2399577277283813,2026-03-28 14:58:24.056376,2026-03-28 14:58:24.304649,0 days 00:00:00.248273,0.02539289911975859,0.24141521844674546,0.9017596269762158,1.338689947220766,0.05323735308363454,,COMPLETE
129,0.6326943696794822,2026-03-28 14:58:24.304688,2026-03-28 14:58:24.530735,0 days 00:00:00.226047,0.03171110223002713,0.25277296216133255,0.991979820509769,1.192553672237982,0.04620445451793259,,COMPLETE
130,1.2713395153118041,2026-03-28 14:58:24.530774,2026-03-28 14:58:24.752997,0 days 00:00:00.222223,0.05515515352156422,0.2310571482812407,0.9173319203841251,1.4357385500297974,0.04266975536635206,,COMPLETE
131,0.6326141995036623,2026-03-28 14:58:24.753036,2026-03-28 14:58:24.980104,0 days 00:00:00.227068,0.03972107510622662,0.20211171516635087,0.9925330731694302,1.3934794854193027,0.04718678621304623,,COMPLETE
132,0.632441444587192,2026-03-28 14:58:24.980143,2026-03-28 14:58:25.205583,0 days 00:00:00.225440,0.0333426477234071,0.21543003017075316,0.9902320183098007,1.4098068102844978,0.061149327764815485,,COMPLETE
133,0.6342565436769017,2026-03-28 14:58:25.205624,2026-03-28 14:58:25.431105,0 days 00:00:00.225481,0.04204152822799823,0.17820188039689644,0.9962022288664113,1.3586852140774783,0.053285181618358164,,COMPLETE
134,0.642692612877197,2026-03-28 14:58:25.431144,2026-03-28 14:58:25.653626,0 days 00:00:00.222482,0.019728391337361487,0.20980760673242135,0.9853008507241333,1.4988040818221242,0.06466377783411548,,COMPLETE
135,0.6321019267793028,2026-03-28 14:58:25.653664,2026-03-28 14:58:25.879779,0 days 00:00:00.226115,0.02807106820207625,0.2476571999712718,0.9921762517396341,1.2898504078334914,0.05792879626022297,,COMPLETE
136,0.6364560154397597,2026-03-28 14:58:25.879819,2026-03-28 14:58:26.125981,0 days 00:00:00.246162,0.028085616488013904,0.24754960933890535,0.9872334241410681,1.285038339750272,0.05759177850074665,,COMPLETE
137,0.6366754330168887,2026-03-28 14:58:26.126020,2026-03-28 14:58:26.348456,0 days 00:00:00.222436,0.19659507578577837,0.2712566181219738,0.9951282339053376,1.314319874634291,0.07465106606044643,,COMPLETE
138,0.6332535059228245,2026-03-28 14:58:26.348496,2026-03-28 14:58:26.576309,0 days 00:00:00.227813,0.00014189731213732487,0.2838458987915178,0.990035879444376,1.232850681098733,0.06615487803029425,,COMPLETE
139,1.2428447821958946,2026-03-28 14:58:26.576350,2026-03-28 14:58:26.799977,0 days 00:00:00.223627,0.009132379762322264,0.26119801032795364,0.9080536050877314,1.4588150666910875,0.05206729349673963,,COMPLETE
140,0.6396940471184682,2026-03-28 14:58:26.800026,2026-03-28 14:58:27.021533,0 days 00:00:00.221507,0.014458379726393251,0.19076327652269823,0.9985798820522426,1.3608780349326832,0.04121283756993166,,COMPLETE
141,0.6326867353719529,2026-03-28 14:58:27.021574,2026-03-28 14:58:27.242673,0 days 00:00:00.221099,0.03461384342952602,0.22535586690688988,0.9929042437270756,1.4191193271316689,0.04704539798205551,,COMPLETE
142,0.6318277059937243,2026-03-28 14:58:27.242712,2026-03-28 14:58:27.464127,0 days 00:00:00.221415,0.025101424578857126,0.21616316086298043,0.9926234990098299,1.2650771947202166,0.05709228847412151,,COMPLETE
143,0.6349866348092027,2026-03-28 14:58:27.464165,2026-03-28 14:58:27.689017,0 days 00:00:00.224852,0.024903109874214825,0.23563360989336637,0.9959414132464243,1.2789590056514373,0.05624441055721806,,COMPLETE
144,0.639702793065569,2026-03-28 14:58:27.689056,2026-03-28 14:58:27.915707,0 days 00:00:00.226651,0.030072403042035938,0.4302679937952193,0.991292686800069,1.1635728210316771,0.060892873342122185,,COMPLETE
145,0.6337010185152321,2026-03-28 14:58:27.915748,2026-03-28 14:58:28.137677,0 days 00:00:00.221929,0.021404535631766315,0.1487320672012209,0.9890839633056198,1.212819266179563,0.079102357502475,,COMPLETE
146,0.6336778373651688,2026-03-28 14:58:28.137719,2026-03-28 14:58:28.360884,0 days 00:00:00.223165,0.046656470450924234,0.16318517673754301,0.9932341689795327,1.2526526596304026,0.07022123004308022,,COMPLETE
147,0.6383485911865466,2026-03-28 14:58:28.360924,2026-03-28 14:58:28.588078,0 days 00:00:00.227154,0.026982787429759923,0.18088362407776518,0.9978028779041812,1.3412968573390176,0.059425150678149505,,COMPLETE
148,0.6465545398199176,2026-03-28 14:58:28.588119,2026-03-28 14:58:28.813479,0 days 00:00:00.225360,0.017189109147222485,0.21842415944100133,0.986995154639226,1.4513925182891707,0.0517965262998784,,COMPLETE
149,0.6337121421421184,2026-03-28 14:58:28.813522,2026-03-28 14:58:29.039233,0 days 00:00:00.225711,0.04144408217128643,0.2445302486206652,0.9952394795792298,1.3126128854232846,0.03728235977077147,,COMPLETE
150,0.640887782744204,2026-03-28 14:58:29.039277,2026-03-28 14:58:29.269192,0 days 00:00:00.229915,0.024071174843647684,0.17037458254246013,0.9909035734673509,1.4999375175510112,0.04351623836861405,,COMPLETE
151,0.6321007077849596,2026-03-28 14:58:29.269232,2026-03-28 14:58:29.497847,0 days 00:00:00.228615,0.035848335010608245,0.20367753386100668,0.9932396127847333,1.3901393074314372,0.047067510920952786,,COMPLETE
152,0.6316050365844577,2026-03-28 14:58:29.497886,2026-03-28 14:58:29.728469,0 days 00:00:00.230583,0.03329582669424985,0.19646678357873376,0.9934584778101837,1.3742163450874745,0.0533508404401895,,COMPLETE
153,0.9307395477079494,2026-03-28 14:58:29.728513,2026-03-28 14:58:29.953422,0 days 00:00:00.224909,0.033666769574716725,0.1951952061305638,0.9579354667091998,1.3670638757239457,0.04983285839634906,,COMPLETE
154,0.9964182419937273,2026-03-28 14:58:29.953461,2026-03-28 14:58:30.174963,0 days 00:00:00.221502,0.05025250868444022,0.22911005229899,0.9336040620327763,1.1149484033015136,0.05554842260879418,,COMPLETE
155,0.6347103701939918,2026-03-28 14:58:30.175003,2026-03-28 14:58:30.398599,0 days 00:00:00.223596,0.03780772733084835,0.12557607801284737,0.9927264944818841,1.446044687587799,0.04373531340251079,,COMPLETE
156,0.6387183375099424,2026-03-28 14:58:30.398638,2026-03-28 14:58:30.622375,0 days 00:00:00.223737,0.030741975552428878,0.1872446662408346,0.988928141807397,1.3083443912903356,0.047639176069013814,,COMPLETE
157,0.634000283971984,2026-03-28 14:58:30.622414,2026-03-28 14:58:30.847275,0 days 00:00:00.224861,0.04504618687926775,0.15634391784642754,0.9959882757293824,1.3749050213476246,0.05423594937535676,,COMPLETE
158,0.6680214261453705,2026-03-28 14:58:30.847315,2026-03-28 14:58:31.070688,0 days 00:00:00.223373,0.18661855294973947,0.21586938681072948,0.9915192346785519,0.7831391250151722,0.014602509039446066,,COMPLETE
159,0.6366644693896699,2026-03-28 14:58:31.070728,2026-03-28 14:58:31.297042,0 days 00:00:00.226314,0.0388662601059683,0.14531655114027495,0.9976415149887389,1.4117052410968445,0.04070957814457574,,COMPLETE
160,0.6689618030689558,2026-03-28 14:58:31.297080,2026-03-28 14:58:31.518920,0 days 00:00:00.221840,0.033061666689764825,0.17427131272303084,0.9997122256641898,0.3506186044034257,0.06865728141170169,,COMPLETE
161,0.6324308889924308,2026-03-28 14:58:31.518960,2026-03-28 14:58:31.739497,0 days 00:00:00.220537,0.028597219989685736,0.20184844473952793,0.9938371900688421,1.374100928124882,0.06373239627158366,,COMPLETE
162,0.6319694668501555,2026-03-28 14:58:31.739536,2026-03-28 14:58:31.964996,0 days 00:00:00.225460,0.023789527111858937,0.20438427489537092,0.9940168442928788,1.4442806708399825,0.059199021799155184,,COMPLETE
163,0.6323000640958738,2026-03-28 14:58:31.965038,2026-03-28 14:58:32.184895,0 days 00:00:00.219857,0.02369885825481239,0.2269635564402846,0.994565988427813,1.4461684794920573,0.05116042918826864,,COMPLETE
164,0.6324098309687525,2026-03-28 14:58:32.184933,2026-03-28 14:58:32.406848,0 days 00:00:00.221915,0.04152654015374082,0.21324426639465396,0.9901606984316325,1.2627371872000968,0.056713507372549994,,COMPLETE
165,0.6317078140386411,2026-03-28 14:58:32.406889,2026-03-28 14:58:32.626261,0 days 00:00:00.219372,0.036150109399831876,0.1915797794556823,0.9921800768604278,1.3289373631865837,0.05227839763146697,,COMPLETE
166,0.6466476142607822,2026-03-28 14:58:32.626300,2026-03-28 14:58:32.849740,0 days 00:00:00.223440,0.03509949182894184,0.19243340033652612,0.9877641130676542,1.330689648597983,0.04499903807968576,,COMPLETE
167,0.6358796824751051,2026-03-28 14:58:32.849789,2026-03-28 14:58:33.075206,0 days 00:00:00.225417,0.04551582906156368,0.18157582801078595,0.9969849431289092,1.464078022566927,0.058983902710156244,,COMPLETE
168,0.6596856102679949,2026-03-28 14:58:33.075245,2026-03-28 14:58:33.297828,0 days 00:00:00.222583,0.03757848937039775,0.2373684422786152,0.9922529396070567,1.2102170511964756,0.2222267711502371,,COMPLETE
169,0.6438594465320155,2026-03-28 14:58:33.297866,2026-03-28 14:58:33.519542,0 days 00:00:00.221676,0.05811382429873276,0.2522220747276403,0.9956431931665347,0.6188316427473722,0.052751692541907334,,COMPLETE
170,0.6322869524492847,2026-03-28 14:58:33.519581,2026-03-28 14:58:33.740630,0 days 00:00:00.221049,0.049499985930031715,0.20188963752597466,0.9896385016050564,1.288206019749478,0.06789149341908612,,COMPLETE
171,0.6318772697357915,2026-03-28 14:58:33.740669,2026-03-28 14:58:33.962031,0 days 00:00:00.221362,0.02964560254317071,0.1636193723271605,0.9933527289238593,1.41086024142897,0.04837035896713824,,COMPLETE
172,0.6324681257554811,2026-03-28 14:58:33.962070,2026-03-28 14:58:34.185528,0 days 00:00:00.223458,0.02933229805593298,0.16349857472216506,0.9918720760108122,1.353373001541356,0.049889146547319525,,COMPLETE
173,0.6325689595306867,2026-03-28 14:58:34.185568,2026-03-28 14:58:34.412069,0 days 00:00:00.226501,0.04160519393532873,0.1732979658141111,0.9938597444940455,1.4957221646005865,0.04492351628578144,,COMPLETE
174,0.6334604641811918,2026-03-28 14:58:34.412110,2026-03-28 14:58:34.634367,0 days 00:00:00.222257,0.033257042206645104,0.18846124739717124,0.9956480687110131,1.4198906398562487,0.05669294868157191,,COMPLETE
175,0.633908237147072,2026-03-28 14:58:34.634406,2026-03-28 14:58:34.870201,0 days 00:00:00.235795,0.030165998919369715,0.2221030977634984,0.9914099730114907,1.3818830753138465,0.047795630141323237,,COMPLETE
176,0.6376843766399001,2026-03-28 14:58:34.870241,2026-03-28 14:58:35.103596,0 days 00:00:00.233355,0.09503012445600498,0.21053634862441864,0.9976243275998216,1.446668946068012,0.061198145856493774,,COMPLETE
177,0.6445908572549268,2026-03-28 14:58:35.103635,2026-03-28 14:58:35.363718,0 days 00:00:00.260083,0.026893763731775346,0.19662063892576037,0.9858903783363037,1.3341544303002575,0.0537060460588094,,COMPLETE
178,0.6330098496104375,2026-03-28 14:58:35.363756,2026-03-28 14:58:35.586313,0 days 00:00:00.222557,0.03597885604442301,0.15653245526340312,0.9888678556187381,1.2567481399051854,0.07328962617118868,,COMPLETE
179,0.6351622572667115,2026-03-28 14:58:35.586351,2026-03-28 14:58:35.811587,0 days 00:00:00.225236,0.044274658753359064,0.17834273862779532,0.9938034824037971,1.4991535279751291,0.03840217968514401,,COMPLETE
180,0.6385715001967975,2026-03-28 14:58:35.811626,2026-03-28 14:58:36.036023,0 days 00:00:00.224397,0.10627717753782927,0.23436627984565342,0.9908575358163948,1.3988662441920878,0.042327274753031593,,COMPLETE
181,0.6321630702925591,2026-03-28 14:58:36.036062,2026-03-28 14:58:36.263421,0 days 00:00:00.227359,0.02301187946998572,0.13421323983425265,0.9934798056471235,1.4113352258525096,0.04843321776840401,,COMPLETE
182,0.632334888391998,2026-03-28 14:58:36.263460,2026-03-28 14:58:36.484256,0 days 00:00:00.220796,0.021177556151598775,0.14848851212593595,0.9948443773649402,1.432225669624669,0.04726801749248777,,COMPLETE
183,0.6316373198299383,2026-03-28 14:58:36.484296,2026-03-28 14:58:36.705601,0 days 00:00:00.221305,0.03902424420179538,0.16791982361725066,0.9930061277519185,1.3111993545816605,0.05363224203474802,,COMPLETE
184,1.1116202560880988,2026-03-28 14:58:36.705649,2026-03-28 14:58:36.929172,0 days 00:00:00.223523,0.03871946756657083,0.14174210270023235,0.9224035569720558,1.3558662978690421,0.06526031300666373,,COMPLETE
185,0.6315341938278733,2026-03-28 14:58:36.929211,2026-03-28 14:58:37.151836,0 days 00:00:00.222625,0.03169362169102713,0.1630408711188103,0.9927890835122242,1.4478288724047643,0.05837859729881005,,COMPLETE
186,0.6315344581959836,2026-03-28 14:58:37.151876,2026-03-28 14:58:37.376148,0 days 00:00:00.224272,0.03180936042552326,0.16689062767844626,0.9924657811250537,1.4549224706340416,0.05828670655954535,,COMPLETE
187,0.6353326444736335,2026-03-28 14:58:37.376187,2026-03-28 14:58:37.597059,0 days 00:00:00.220872,0.033660925149360435,0.17643126034208131,0.9900528725901995,1.4556032128711085,0.05323868379098179,,COMPLETE
188,0.6366450419756275,2026-03-28 14:58:37.597099,2026-03-28 14:58:37.824145,0 days 00:00:00.227046,0.036902993593076194,0.16439698977757133,0.9971287893108445,1.4549170091053516,0.06258251277166298,,COMPLETE
189,0.6354368015612859,2026-03-28 14:58:37.824184,2026-03-28 14:58:38.045370,0 days 00:00:00.221186,0.040829140852753465,0.1655415715969822,0.9885871003072134,1.388010722415611,0.05833070924111019,,COMPLETE
190,0.6317758476665627,2026-03-28 14:58:38.045409,2026-03-28 14:58:38.267789,0 days 00:00:00.222380,0.03345539036461154,0.15575310985453858,0.991568068604942,1.4566167986809047,0.0677935037576255,,COMPLETE
191,0.6317231801473404,2026-03-28 14:58:38.267829,2026-03-28 14:58:38.492331,0 days 00:00:00.224502,0.03228509430870701,0.15388376958942562,0.9919052124083775,1.4656868846413627,0.06611472269687468,,COMPLETE
192,0.6317661540230193,2026-03-28 14:58:38.492370,2026-03-28 14:58:38.717729,0 days 00:00:00.225359,0.031176508245375868,0.1510290268494704,0.9916873118422559,1.4987133059281192,0.06754388249310465,,COMPLETE
193,0.632546041034949,2026-03-28 14:58:38.717769,2026-03-28 14:58:38.941593,0 days 00:00:00.223824,0.03155874879690936,0.15536538195397057,0.9925299521067223,1.4920461909668372,0.0791548434086107,,COMPLETE
194,0.6343659108604918,2026-03-28 14:58:38.941656,2026-03-28 14:58:39.166834,0 days 00:00:00.225178,0.03109880119241601,0.14393181358838228,0.9955353967515559,1.4636352737085947,0.06720052532157982,,COMPLETE
195,0.6378015355759659,2026-03-28 14:58:39.166874,2026-03-28 14:58:39.399965,0 days 00:00:00.233091,0.027543292173819213,0.15550412436724337,0.9873299807546196,1.4204912475349905,0.06107819653987,,COMPLETE
196,0.6316263150377966,2026-03-28 14:58:39.400012,2026-03-28 14:58:39.676772,0 days 00:00:00.276760,0.024971327191518133,0.1652090403632453,0.9915496541006081,1.4971570633222249,0.0704662903529801,,COMPLETE
197,0.6502061287723404,2026-03-28 14:58:39.676814,2026-03-28 14:58:40.335793,0 days 00:00:00.658979,0.023553381764603032,0.17003298072098624,0.9911627193239158,0.499180592605823,0.07013660890422861,,COMPLETE
198,0.6365669409590524,2026-03-28 14:58:40.335834,2026-03-28 14:58:40.643599,0 days 00:00:00.307765,0.01745858663059097,0.16211232680877555,0.984022768616538,1.497108784254231,0.08776791405594947,,COMPLETE
199,0.6359560733294038,2026-03-28 14:58:40.643641,2026-03-28 14:58:40.973496,0 days 00:00:00.329855,0.03138643686169034,0.14985000325110323,0.9890088695765679,1.4285583864268458,0.057185762040320845,,COMPLETE
