trial,lambda_main,lambda_cross,home_adv,squash_scale,mean_mae,std_mae
135,0.040041443055461874,0.9876024244114066,0.24534727255240787,0.9579769877740995,1.323885313511288,0.06050858237776408
125,0.06478607392983779,0.9579964452523877,0.22519057750895638,0.9900668207548999,1.3239491811088062,0.05726510517638303
104,0.024539482686442557,0.923646526973843,0.2237751066565869,1.8609049561455764,1.3239978548505367,0.060658542542812624
140,0.054235212286440675,0.8921848343994007,0.1919419952663219,1.3737108171923493,1.32399872902247,0.05697757709298975
160,0.04798240154136127,0.9710922750925509,0.2070566220488105,1.623440909079517,1.3240006822281656,0.05667826108209592
195,0.024279121456015677,0.9626455885243634,0.1999900777207618,1.8273944383745686,1.3240447639097848,0.06035755175613624
107,0.02688514551091857,0.9383922287225984,0.28288370647851147,1.9841310406959944,1.324157484173794,0.060553404756026684
183,0.023724921210543752,0.9511152265178155,0.1976705369252139,1.8914081451453897,1.3241594961218095,0.06037529045919752
153,0.04152448812587081,0.9306597840063846,0.17553698914379756,2.1008231499393317,1.324252309657511,0.056843215357919
115,0.031905829437566036,0.8793372859064891,0.1972369435163099,1.224304201873355,1.3245734315195181,0.06065746943204375
142,0.054829037112166704,0.8913144187584899,0.1937009611690097,1.5261491465375119,1.3246391571301734,0.0565013041782352
126,0.06825601112343868,0.9641227219400444,0.22901707500989055,1.0144153693086406,1.3246542692790209,0.05664172789624945
141,0.05803141382513067,0.8904014818675546,0.19271643796914065,1.3973041153339993,1.3246725040130383,0.056438078417811496
119,0.08750622614659434,0.8508628462262947,0.232448275563647,0.7470926616596386,1.324853636810137,0.057816283699223064
82,0.041924942599715985,0.6692958960454483,0.16156578900787796,1.0901901242053527,1.3248990588129494,0.06003337859283572
143,0.055771426684699,0.8944359233707874,0.19303843532806877,1.5381431340029115,1.3249082953726585,0.05637299525404141
136,0.03536710160450612,0.9878716791950442,0.24065927478886148,0.9545966177352462,1.324978339300105,0.06117605051918446
83,0.07620056347697968,0.6926183101062114,0.16065480208065752,0.642087813238293,1.3249896785655886,0.05931198816041153
134,0.049589223569124374,0.9601537716393737,0.2318225967016349,0.6706227696894398,1.3251954836657476,0.06108685673422967
116,0.06507350974511837,0.8729565557213708,0.20655257836828672,1.2741289737669328,1.325253892531061,0.056343484597737026
31,0.03054035403221181,0.732141206776959,0.1525467554074562,7.1160366073104315,1.3252787054023827,0.056895126234377265
62,0.05526225134655258,0.6729513740028172,0.15898727798707463,1.6947787812448492,1.325291004901154,0.05676634033098467
139,0.04394995668495749,0.9711951839195532,0.2717050737816693,1.9883613372829265,1.3253151064228723,0.056862528218625474
53,0.04966037554667341,0.6843021711814492,0.1174986055156025,1.1356955527146784,1.3253386077659612,0.05810696758105764
56,0.040652372131820366,0.6988632810670597,0.12097481457762395,2.2476186943393417,1.3253545603107408,0.05701986423249371
101,0.046822532573856206,0.8944674381800818,0.1172424176983867,1.4454564239567218,1.3253916124688752,0.05696633137679169
105,0.02229269997580127,0.9032513973383896,0.24501003416320785,1.810496936971088,1.3254716557331778,0.06148941957633181
99,0.058954228041488296,0.8145768191630993,0.22393264581509617,1.600955467743979,1.3255862451008629,0.05684093181280274
46,0.033954504627606845,0.5736693990227296,0.1644137828892871,6.771519903957617,1.325590601296432,0.05660480550126234
111,0.0402305284501969,0.9021904918839261,0.29756026125844426,2.245691233621752,1.3257515397788686,0.0576964020120077
117,0.0279179342976104,0.8733301347395627,0.20289670263115317,1.2607331168144074,1.3258528947467434,0.06124961644497047
188,0.02131698965185752,0.917010085457235,0.2322158851202564,1.800743965343271,1.3258600634552897,0.06142990990707397
120,0.09284587827947904,0.8325550319859083,0.2334379671314269,0.8032142849517715,1.3259071784963061,0.057015333939983606
81,0.05314693123928973,0.6155948989867931,0.11590000076782175,0.9262552081613299,1.3261407133871892,0.05876998568462486
30,0.03403911020951521,0.7351518663542757,0.15076621201088888,7.076163671683606,1.3263659586926682,0.05672046878088703
85,0.051804659912730804,0.6701178185563089,0.16400155663816154,0.7396818227964794,1.326380438291011,0.060776619954877036
51,0.037825297955355136,0.6055916138394386,0.12147115363457678,1.223664417492218,1.3265682420098377,0.05937951614194235
144,0.05521862762828718,0.9477846926616253,0.2194664126238931,1.8045560442805142,1.3265784057487209,0.05610763733356751
72,0.05506781057598223,0.6034128142328758,0.11540563162183447,0.8469742047797882,1.3265848583941509,0.05909154473537517
149,0.03209802718779785,0.363591456158471,0.20849549765856565,1.9083092812134905,1.3265993711247703,0.060703864997519195
87,0.06042887597740779,0.6583602780065587,0.14270566925383726,1.7039130224600534,1.3268673484416713,0.05623845707009407
63,0.05930024921008195,0.7756795413059835,0.20884864584808593,1.9879128957905827,1.3272071230378486,0.056655828947756656
84,0.07876075013637655,0.6885708603991515,0.28556431344715183,0.5525887091625693,1.327225390378884,0.06253441921982224
16,0.014612154094508679,0.6738331297600899,0.2149699333291521,7.970123988105764,1.327262540314025,0.06079812024387861
91,0.027788751070339908,0.7373607089273656,0.1531308675368187,1.3419271039977845,1.3273203722164308,0.06070775664374539
61,0.040171932900360856,0.6001138436329281,0.1129638644806172,1.0630667867786265,1.3275351736166872,0.05953515527010066
