match_id,season,round,timestamp,status,home_team,away_team,home_lineup_strength_rating,away_lineup_strength_rating,home_lineup_strength_mv,away_lineup_strength_mv,home_D1_log_mv,home_D1_name,home_D1_rating,home_D2_log_mv,home_D2_name,home_D2_rating,home_D3_log_mv,home_D3_name,home_D3_rating,home_D4_log_mv,home_D4_name,home_D4_rating,home_D5_log_mv,home_D5_name,home_D5_rating,home_F1_log_mv,home_F1_name,home_F1_rating,home_F2_log_mv,home_F2_name,home_F2_rating,home_F3_log_mv,home_F3_name,home_F3_rating,home_G1_log_mv,home_G1_name,home_G1_rating,home_M1_log_mv,home_M1_name,home_M1_rating,home_M2_log_mv,home_M2_name,home_M2_rating,home_M3_log_mv,home_M3_name,home_M3_rating,home_M4_log_mv,home_M4_name,home_M4_rating,home_M5_log_mv,home_M5_name,home_M5_rating,home_M6_log_mv,home_M6_name,home_M6_rating,away_D1_log_mv,away_D1_name,away_D1_rating,away_D2_log_mv,away_D2_name,away_D2_rating,away_D3_log_mv,away_D3_name,away_D3_rating,away_D4_log_mv,away_D4_name,away_D4_rating,away_D5_log_mv,away_D5_name,away_D5_rating,away_F1_log_mv,away_F1_name,away_F1_rating,away_F2_log_mv,away_F2_name,away_F2_rating,away_F3_log_mv,away_F3_name,away_F3_rating,away_G1_log_mv,away_G1_name,away_G1_rating,away_M1_log_mv,away_M1_name,away_M1_rating,away_M2_log_mv,away_M2_name,away_M2_rating,away_M3_log_mv,away_M3_name,away_M3_rating,away_M4_log_mv,away_M4_name,away_M4_rating,away_M5_log_mv,away_M5_name,away_M5_rating,away_M6_log_mv,away_M6_name,away_M6_rating
8896893,2020-2021,4.0,2020-10-03 14:00,finished,Everton,Brighton & Hove Albion,7.0439,6.8407,15.1414,15.5761,15.124,M. Keane,7.01,12.692,S. Coleman,6.83,15.817,L. Digne,7.29,14.845,Y. Mina,6.97,,,,16.601,D. Calvert-Lewin,6.93,14.457,J. Rodríguez,8.07,17.111,Richarlison,6.94,16.594,J. Pickford,6.8,15.573,A. Doucouré,6.88,12.794,G. Sigurðsson,7.09,14.947,T. Davies,6.66,,,,,,,,,,17.111,B. White,6.57,15.803,A. Webster,6.9,15.226,L. Dunk,7.01,,,,,,,16.86,L. Trossard,6.86,15.226,N. Maupay,6.88,14.691,A. Connolly,6.79,14.457,M. Ryan,6.77,14.771,S. Alzate,6.78,16.44,Y. Bissouma,6.79,14.947,S. March,6.91,15.803,T. Lamptey,6.97,,,,,,
8896898,2020-2021,4.0,2020-10-03 16:30,finished,Leeds United,Manchester City,6.9315,7.147,14.1318,16.401,12.936,L. Ayling,7.13,12.525,L. Cooper,7.05,,S. Dallas,6.9,16.594,R. Koch,6.8,,,,13.998,P. Bamford,7.03,,,,,,,16.231,I. Meslier,6.87,12.578,M. Klich,7.0,12.808,H. Costa,6.61,14.457,T. Roberts,6.5,13.653,E. Alioski,6.92,15.538,K. Phillips,7.43,,,,16.056,A. Laporte,7.14,14.648,K. Walker,7.05,13.561,B. Mendy,6.88,17.99,R. Dias,6.92,,,,15.79,R. Mahrez,7.24,17.804,F. Torres,7.06,15.384,R. Sterling,7.15,16.44,Ederson,6.85,18.035,Rodri,7.24,18.146,P. Foden,7.36,16.556,K. De Bruyne,7.73,,,,,,,,,
8896897,2020-2021,4.0,2020-10-03 19:00,finished,Newcastle United,Burnley,6.8338,6.9031,14.7155,14.708,14.457,J. Lewis,6.54,,F. Fernández,6.94,14.286,E. Krafth,6.58,15.573,F. Schär,7.06,,,,17.281,Joelinton,6.74,15.483,C. Wilson,6.86,,,,12.255,K. Darlow,6.95,13.377,I. Hayden,6.82,16.186,A. Saint-Maximin,6.9,,J. Hendrick,6.6,13.541,J. Shelvey,7.2,,,,,,,12.128,K. Long,6.94,15.79,J. Tarkowski,7.1,14.557,C. Taylor,6.76,,P. Bardsley,6.88,,,,12.155,A. Barnes,6.93,15.944,C. Wood,6.85,,,,15.718,N. Pope,6.94,16.013,J. Brownhill,6.79,,D. Stephens,6.86,17.074,D. McNeil,6.93,12.995,A. Westwood,6.96,,,,,,
8896896,2020-2021,4.0,2020-10-04 11:00,finished,Leicester City,West Ham United,6.9621,6.8752,15.3073,14.7921,13.998,D. Amartey,6.72,,J. Evans,7.0,15.64,Ç. Söyüncü,7.01,,,,,,,15.672,A. Pérez,6.85,17.371,H. Barnes,6.91,13.785,J. Vardy,7.11,12.676,K. Schmeichel,6.85,14.078,N. Mendy,6.7,17.453,Y. Tielemans,7.13,16.333,J. Justin,7.01,16.067,T. Castagne,7.3,,,,,,,14.152,F. Balbuena,6.77,14.691,A. Masuaku,6.8,11.951,A. Ogbonna,6.87,13.082,A. Cresswell,6.77,14.771,V. Coufal,6.92,13.494,M. Antonio,6.99,,,,,,,12.468,Ł. Fabiański,6.84,18.552,D. Rice,6.95,15.944,P. Fornals,6.7,16.267,T. Souček,7.03,17.342,J. Bowen,7.0,,,,,,
8896905,2020-2021,4.0,2020-10-04 11:00,finished,Southampton,West Bromwich Albion,6.8689,6.5625,14.6747,14.1636,14.346,J. Vestergaard,6.93,,R. Bertrand,6.76,16.309,K. Walker-Peters,6.93,16.176,J. Bednarek,6.81,,,,15.039,D. Ings,7.06,15.92,C. Adams,6.77,,,,12.707,A. McCarthy,6.7,13.514,O. Romeu,6.94,15.502,J. Ward-Prowse,7.04,13.236,S. Armstrong,6.9,13.998,M. Djenepo,6.71,,,,,,,16.582,D. O'Shea,6.53,13.092,C. Townsend,6.2,,K. Bartley,6.87,13.641,S. Ajayi,5.9,,,,13.785,C. Robinson,6.75,,,,,,,15.483,S. Johnstone,6.37,11.562,R. Sawyers,6.37,16.418,M. Pereira,6.93,11.813,K. Edwards,6.92,15.096,G. Diangana,6.54,,J. Livermore,6.8,,,
8896910,2020-2021,4.0,2020-10-04 13:00,finished,Wolverhampton,Fulham,6.974,6.7321,15.518,14.921,13.561,W. Boly,7.01,14.152,C. Coady,6.8,16.86,M. Kilman,6.8,,,,,,,15.464,D. Podence,7.38,15.251,R. Jiménez,7.18,,,,,R. Patrício,6.72,15.124,L. Dendoncker,6.86,16.994,R. Neves,7.0,14.152,R. Saiss,7.04,15.747,N. Semedo,7.0,17.876,P. Neto,6.92,,,,16.717,O. Aina,6.92,17.281,A. Robinson,6.92,,M. Le Marchand,6.69,12.181,T. Ream,6.5,,,,16.267,A. Mitrović,6.98,,,,,,,15.687,A. Aréola,6.05,14.152,B. Reid,6.85,16.994,F. Anguissa,6.67,13.586,T. Cairney,6.91,13.092,I. Cavaleiro,6.74,13.253,J. Bryan,6.81,,,
8896901,2020-2021,4.0,2020-10-04 13:00,finished,Arsenal,Sheffield United,7.0736,6.8545,15.4841,14.0675,18.064,Gabriel,7.85,14.771,H. Bellerín,6.81,15.857,K. Tierney,6.88,12.278,D. Luiz,7.11,,,,16.619,E. Nketiah,6.69,13.082,Willian,7.47,14.88,P. Aubameyang,7.16,15.817,B. Leno,6.97,18.728,B. Saka,6.89,14.286,M. Elneny,6.92,15.944,D. Ceballos,7.06,,,,,,,,,,,C. Basham,6.96,13.162,J. Robinson,6.87,13.998,J. Egan,6.84,,,,,,,10.779,D. McGoldrick,6.79,15.176,O. Burke,6.78,,,,16.349,A. Ramsdale,6.91,17.074,S. Berge,6.93,11.562,E. Stevens,6.85,14.557,J. Lundstram,6.89,13.561,B. Osborn,6.76,14.457,G. Baldock,6.83,,,
8896904,2020-2021,4.0,2020-10-04 15:30,finished,Manchester United,Tottenham Hotspur,7.1367,6.9884,16.0275,15.4637,16.056,L. Shaw,6.98,14.221,E. Bailly,7.14,16.86,A. Wan-Bissaka,7.08,16.186,H. Maguire,7.09,,,,15.573,A. Martial,6.99,,,,,,,15.009,D. De Gea,6.82,17.707,M. Greenwood,7.25,14.346,N. Matić,7.05,17.426,B. Fernandes,7.74,15.464,P. Pogba,7.36,17.453,M. Rashford,7.02,,,,15.656,E. Dier,6.99,15.405,S. Reguilón,6.92,16.733,D. Sánchez,6.9,14.078,S. Aurier,7.01,,,,18.078,H. Kane,7.41,,E. Lamela,7.0,16.739,H. M. Son,7.11,13.785,H. Lloris,6.99,14.979,T. Ndombélé,6.93,16.607,P. Højbjerg,6.88,12.578,M. Sissoko,6.74,,,,,,,,,
8896884,2020-2021,4.0,2020-10-04 18:15,finished,Aston Villa,Liverpool,7.0007,7.1055,16.3121,15.9863,17.426,E. Konsa,6.77,14.979,M. Targett,6.9,15.274,T. Mings,6.88,16.801,M. Cash,7.5,,,,17.249,O. Watkins,6.75,,,,,,,16.483,E. Martínez,7.21,15.32,R. Barkley,7.15,16.49,J. McGinn,7.0,17.111,D. Luiz,6.76,17.074,J. Grealish,7.28,15.226,M. Trézéguet,6.81,,,,16.365,A. Robertson,7.04,18.092,T. Alexander-Arnold,7.32,16.739,V. van Dijk,7.34,16.49,J. Gomez,6.97,,,,17.479,D. Jota,6.94,15.405,R. Firmino,7.21,17.183,M. Salah,7.5,12.936,Adrián,6.88,16.292,Fabinho,7.05,14.221,N. Keïta,7.01,14.648,G. Wijnaldum,6.89,,,,,,,,,
8897007,2020-2021,5.0,2020-10-17 11:30,finished,Everton,Liverpool,7.0613,7.1692,15.2967,15.9242,12.692,S. Coleman,6.83,15.817,L. Digne,7.28,14.845,Y. Mina,7.0,15.124,M. Keane,7.01,,,,17.111,Richarlison,6.94,16.601,D. Calvert-Lewin,6.94,14.457,J. Rodríguez,8.43,16.594,J. Pickford,6.79,15.573,A. Doucouré,6.88,15.297,A. Gomes,6.54,14.152,Allan,7.03,,,,,,,,,,16.739,V. van Dijk,7.33,16.365,A. Robertson,7.03,,J. Matip,7.16,18.092,T. Alexander-Arnold,7.31,,,,17.183,M. Salah,7.52,15.405,R. Firmino,7.21,15.703,S. Mané,7.3,12.936,Adrián,6.86,,Thiago,6.92,16.292,Fabinho,7.03,14.604,J. Henderson,7.19,,,,,,,,,
8896911,2020-2021,5.0,2020-10-17 14:00,finished,Chelsea,Southampton,6.9417,6.8882,15.9899,14.8346,13.911,C. Azpilicueta,7.16,16.222,B. Chilwell,6.81,15.274,K. Zouma,7.0,16.077,A. Christensen,6.98,,,,14.845,T. Werner,6.78,,,,,,,15.817,K. Arrizabalaga,6.68,17.183,M. Mount,6.98,17.786,K. Havertz,6.85,15.502,Jorginho,7.05,17.974,C. Pulišić,6.95,15.297,N. Kanté,7.14,,,,16.309,K. Walker-Peters,6.92,14.346,J. Vestergaard,6.94,16.176,J. Bednarek,6.82,,R. Bertrand,6.77,,,,15.039,D. Ings,7.06,15.92,C. Adams,6.76,,,,12.707,A. McCarthy,6.7,13.514,O. Romeu,6.95,15.502,J. Ward-Prowse,7.04,13.998,N. Redmond,6.94,,T. Walcott,6.86,,,,,,
8896916,2020-2021,5.0,2020-10-17 16:30,finished,Manchester City,Arsenal,7.1957,7.1102,16.6306,15.5727,14.648,K. Walker,7.04,17.99,R. Dias,7.2,16.613,N. Aké,7.01,,,,,,,,S. Agüero,7.49,15.384,R. Sterling,7.15,,,,16.44,Ederson,6.85,15.79,R. Mahrez,7.24,16.186,J. Cancelo,7.36,18.146,P. Foden,7.33,17.074,B. Silva,7.26,18.035,Rodri,7.23,,,,12.278,D. Luiz,7.1,15.857,K. Tierney,6.88,18.064,Gabriel,7.6,14.771,H. Bellerín,6.81,,,,15.703,N. Pépé,7.12,14.88,P. Aubameyang,7.16,13.082,Willian,7.47,15.817,B. Leno,6.96,15.944,D. Ceballos,7.07,18.728,B. Saka,6.92,16.176,G. Xhaka,7.12,,,,,,,,,
8897001,2020-2021,5.0,2020-10-17 19:00,finished,Newcastle United,Manchester United,6.8312,7.0113,14.5915,16.1235,14.286,E. Krafth,6.6,14.457,J. Lascelles,6.95,14.457,J. Lewis,6.51,,F. Fernández,6.94,,,,15.483,C. Wilson,6.87,,,,,,,12.255,K. Darlow,6.97,16.186,A. Saint-Maximin,6.96,,J. Hendrick,6.59,13.377,I. Hayden,6.82,13.541,J. Shelvey,7.2,17.281,Joelinton,6.74,,,,16.186,H. Maguire,7.07,16.056,L. Shaw,6.96,15.573,V. Lindelöf,6.88,16.86,A. Wan-Bissaka,7.07,,,,17.453,M. Rashford,7.0,,,,,,,15.009,D. De Gea,6.81,15.857,Fred,6.94,12.874,J. Mata,7.05,17.553,S. McTominay,6.93,16.51,D. James,6.73,17.426,B. Fernandes,7.66,,,
8896879,2020-2021,5.0,2020-10-18 11:00,finished,Sheffield United,Fulham,6.896,6.7747,14.0776,15.6622,11.562,E. Stevens,6.86,,C. Basham,6.95,13.998,J. Egan,6.83,,,,,,,10.779,D. McGoldrick,6.81,14.809,O. McBurnie,6.88,,,,16.349,A. Ramsdale,6.9,14.457,G. Baldock,6.83,12.543,O. Norwood,7.09,14.557,J. Lundstram,6.88,17.074,S. Berge,6.9,14.648,M. Lowe,6.92,,,,16.717,O. Aina,6.4,12.181,T. Ream,6.51,16.86,T. Adarabioyo,6.92,,,,,,,17.453,A. Lookman,6.81,16.167,R. Loftus-Cheek,7.0,16.267,A. Mitrović,6.98,15.687,A. Aréola,6.37,13.586,T. Cairney,6.92,17.281,A. Robinson,7.2,16.994,F. Anguissa,6.68,13.092,I. Cavaleiro,6.72,,,,,,
8896907,2020-2021,5.0,2020-10-18 13:00,finished,Crystal Palace,Brighton & Hove Albion,6.8298,6.8542,14.0462,15.734,16.951,T. Mitchell,6.57,11.951,C. Kouyaté,6.85,12.56,J. Ward,6.79,,G. Cahill,6.97,,,,14.979,M. Batshuayi,6.9,15.251,W. Zaha,6.83,,,,12.972,V. Guaita,6.92,14.078,J. Riedewald,6.75,,J. McArthur,6.79,13.218,A. Townsend,6.96,14.457,J. Schlupp,6.79,,,,,,,15.464,D. Burn,6.8,15.226,L. Dunk,7.0,15.803,A. Webster,6.87,,,,,,,16.86,L. Trossard,6.85,15.226,N. Maupay,6.89,,A. Lallana,7.0,14.457,M. Ryan,6.76,16.44,Y. Bissouma,6.81,14.947,S. March,6.91,17.111,B. White,6.55,15.803,T. Lamptey,6.95,,,,,,
8896878,2020-2021,5.0,2020-10-18 15:30,finished,Tottenham Hotspur,West Ham United,6.9508,6.9428,15.5346,14.7921,14.078,S. Aurier,7.04,,T. Alderweireld,7.12,16.733,D. Sánchez,6.9,15.405,S. Reguilón,6.3,,,,18.078,H. Kane,7.42,,,,,,,13.785,H. Lloris,6.98,12.578,M. Sissoko,6.75,16.739,H. M. Son,7.13,14.979,T. Ndombélé,6.99,16.607,P. Højbjerg,6.89,16.365,S. Bergwijn,6.95,,,,11.951,A. Ogbonna,6.87,14.691,A. Masuaku,6.8,14.771,V. Coufal,7.5,13.082,A. Cresswell,6.78,14.152,F. Balbuena,6.78,13.494,M. Antonio,7.0,,,,,,,12.468,Ł. Fabiański,6.83,15.944,P. Fornals,6.75,16.267,T. Souček,7.06,18.552,D. Rice,6.95,17.342,J. Bowen,7.06,,,,,,
8896913,2020-2021,5.0,2020-10-18 18:15,finished,Leicester City,Aston Villa,6.9427,7.0563,15.6566,16.3121,16.067,T. Castagne,7.3,16.333,J. Justin,6.95,17.183,W. Fofana,6.92,,J. Evans,7.0,,,,15.176,K. Iheanacho,6.98,,,,,,,12.676,K. Schmeichel,6.85,17.371,H. Barnes,6.91,17.453,Y. Tielemans,7.12,14.078,N. Mendy,6.69,14.557,D. Praet,6.8,15.672,A. Pérez,6.85,,,,17.426,E. Konsa,6.77,16.801,M. Cash,7.2,15.274,T. Mings,6.88,14.979,M. Targett,6.89,,,,17.249,O. Watkins,7.53,,,,,,,16.483,E. Martínez,7.21,17.074,J. Grealish,7.33,15.226,M. Trézéguet,6.85,16.49,J. McGinn,7.05,15.32,R. Barkley,7.15,17.111,D. Luiz,6.75,,,
8896881,2020-2021,5.0,2020-10-19 16:30,finished,West Bromwich Albion,Burnley,6.7543,6.9074,15.066,14.3067,13.816,A. Hegazy,6.98,,B. Ivanović,6.9,13.092,C. Townsend,6.5,14.88,D. Furlong,6.5,,,,15.009,K. Grant,6.64,,,,,,,15.483,S. Johnstone,6.67,17.342,C. Gallagher,6.92,15.096,G. Diangana,6.58,14.457,F. Krovinović,6.92,,J. Livermore,6.8,16.418,M. Pereira,6.88,,,,14.557,C. Taylor,6.75,11.849,E. Pieters,6.86,12.128,K. Long,6.92,15.79,J. Tarkowski,7.1,,,,15.944,C. Wood,6.84,12.155,A. Barnes,6.92,,,,15.718,N. Pope,6.93,17.074,D. McNeil,6.92,13.152,J. Guðmundsson,6.98,12.995,A. Westwood,6.97,16.013,J. Brownhill,6.78,,,,,,
8896918,2020-2021,5.0,2020-10-19 19:00,finished,Leeds United,Wolverhampton,6.8953,6.9825,14.8717,15.1357,12.936,L. Ayling,7.12,16.594,R. Koch,6.7,,S. Dallas,7.05,16.86,P. Struijk,7.4,,,,13.998,P. Bamford,6.95,,,,,,,16.231,I. Meslier,6.75,15.538,K. Phillips,7.33,12.578,M. Klich,6.92,12.808,H. Costa,6.59,16.195,J. Harrison,6.63,14.979,Rodrigo,6.4,,,,14.152,C. Coady,6.8,13.561,W. Boly,7.01,16.86,M. Kilman,6.97,,,,,,,15.251,R. Jiménez,7.17,15.464,D. Podence,7.27,,,,,R. Patrício,6.73,15.747,N. Semedo,6.85,17.876,P. Neto,6.94,14.152,R. Saiss,7.04,13.171,J. Moutinho,7.16,15.124,L. Dendoncker,6.87,,,
8896882,2020-2021,6.0,2020-10-23 19:00,finished,Aston Villa,Leeds United,7.0573,6.8014,16.3121,14.6832,16.801,M. Cash,7.38,15.274,T. Mings,6.89,14.979,M. Targett,6.9,17.426,E. Konsa,6.79,,,,17.249,O. Watkins,7.28,,,,,,,16.483,E. Martínez,7.26,17.111,D. Luiz,6.75,17.074,J. Grealish,7.33,15.32,R. Barkley,7.15,15.226,M. Trézéguet,6.85,16.49,J. McGinn,7.05,,,,13.653,E. Alioski,6.5,12.936,L. Ayling,7.14,,S. Dallas,6.96,16.594,R. Koch,6.82,,,,13.998,P. Bamford,6.89,14.979,Rodrigo,6.75,,,,16.231,I. Meslier,6.76,12.578,M. Klich,6.82,16.195,J. Harrison,6.7,12.808,H. Costa,6.58,16.86,P. Struijk,6.9,,,,,,
8896890,2020-2021,6.0,2020-10-24 11:30,finished,West Ham United,Manchester City,6.8984,7.1729,14.7921,16.3739,13.082,A. Cresswell,6.78,14.691,A. Masuaku,6.78,11.951,A. Ogbonna,6.86,14.771,V. Coufal,7.1,14.152,F. Balbuena,6.78,13.494,M. Antonio,6.99,,,,,,,12.468,Ł. Fabiański,6.83,15.944,P. Fornals,6.73,18.552,D. Rice,6.94,17.342,J. Bowen,7.02,16.267,T. Souček,7.05,,,,,,,14.648,K. Walker,7.04,17.183,E. García,6.82,17.99,R. Dias,7.2,16.186,J. Cancelo,7.38,,,,15.79,R. Mahrez,7.24,,S. Agüero,7.49,15.384,R. Sterling,7.15,16.44,Ederson,6.86,17.074,B. Silva,7.25,15.009,İ. Gündoğan,7.25,18.035,Rodri,7.22,,,,,,,,,
8896887,2020-2021,6.0,2020-10-24 14:00,finished,Fulham,Crystal Palace,6.8662,6.844,15.883,14.04,17.281,A. Robinson,7.1,16.86,T. Adarabioyo,7.2,16.717,O. Aina,6.6,12.181,T. Ream,6.53,,,,16.267,A. Mitrović,6.96,,,,,,,15.687,A. Aréola,6.58,17.453,A. Lookman,6.92,13.586,T. Cairney,6.95,16.994,F. Anguissa,6.68,16.167,R. Loftus-Cheek,7.0,15.52,M. Lemina,7.0,,,,13.05,N. Clyne,6.77,16.951,T. Mitchell,6.53,,S. Dann,6.94,11.951,C. Kouyaté,6.85,,,,14.979,M. Batshuayi,6.88,15.251,W. Zaha,6.83,,,,12.972,V. Guaita,6.91,13.218,A. Townsend,6.96,14.078,J. Riedewald,6.76,14.457,J. Schlupp,6.79,13.494,L. Milivojević,7.06,,,,,,
8897003,2020-2021,6.0,2020-10-24 16:30,finished,Manchester United,Chelsea,7.0213,6.9817,16.1235,15.7391,16.86,A. Wan-Bissaka,7.08,15.573,V. Lindelöf,6.87,16.056,L. Shaw,6.96,16.186,H. Maguire,7.08,,,,17.453,M. Rashford,7.02,,,,,,,15.009,D. De Gea,6.81,17.553,S. McTominay,6.93,15.857,Fred,6.95,12.874,J. Mata,7.06,16.51,D. James,6.74,17.426,B. Fernandes,7.74,,,,13.911,C. Azpilicueta,7.16,13.236,T. Silva,6.6,15.274,K. Zouma,7.0,,,,,,,17.786,K. Havertz,6.8,14.845,T. Werner,7.2,17.974,C. Pulišić,6.93,15.297,E. Mendy,6.9,15.297,N. Kanté,7.14,17.786,R. James,7.22,16.222,B. Chilwell,6.81,15.502,Jorginho,7.05,,,,,,
8896880,2020-2021,6.0,2020-10-24 19:00,finished,Liverpool,Sheffield United,7.1197,6.8939,16.2731,14.7914,16.292,Fabinho,7.04,16.49,J. Gomez,6.95,18.092,T. Alexander-Arnold,7.3,16.365,A. Robertson,7.03,,,,17.183,M. Salah,7.52,,,,,,,16.744,Alisson,6.95,14.604,J. Henderson,7.18,15.703,S. Mané,7.3,14.648,G. Wijnaldum,6.89,15.405,R. Firmino,7.21,17.479,D. Jota,6.94,,,,,C. Basham,6.98,11.562,E. Stevens,6.85,13.998,J. Egan,6.82,,,,,,,14.809,R. Brewster,7.06,14.809,O. McBurnie,6.87,,,,16.349,A. Ramsdale,6.9,13.561,B. Osborn,6.75,17.074,S. Berge,6.9,14.457,G. Baldock,6.82,14.557,J. Lundstram,6.87,16.739,E. Ampadu,7.0,,,
8896891,2020-2021,6.0,2020-10-25 14:00,finished,Southampton,Everton,6.8971,7.0741,14.6747,15.316,,R. Bertrand,6.77,14.346,J. Vestergaard,6.93,16.176,J. Bednarek,6.81,16.309,K. Walker-Peters,6.92,,,,15.039,D. Ings,7.06,15.92,C. Adams,6.85,,,,12.707,A. McCarthy,6.69,13.236,S. Armstrong,6.91,13.514,O. Romeu,6.95,13.998,N. Redmond,6.94,15.502,J. Ward-Prowse,7.04,,,,,,,15.124,M. Keane,7.01,15.445,B. Godfrey,6.76,15.817,L. Digne,7.29,14.845,Y. Mina,6.97,,,,16.601,D. Calvert-Lewin,6.95,17.074,A. Iwobi,6.94,14.457,J. Rodríguez,8.36,16.594,J. Pickford,6.8,12.794,G. Sigurðsson,7.09,14.152,Allan,6.78,15.573,A. Doucouré,6.87,,,,,,,,,
8896892,2020-2021,6.0,2020-10-25 16:30,finished,Wolverhampton,Newcastle United,6.9845,6.8405,15.518,15.032,14.152,C. Coady,6.81,16.86,M. Kilman,7.15,13.561,W. Boly,7.01,,,,,,,17.876,P. Neto,6.91,15.251,R. Jiménez,7.17,15.464,D. Podence,7.23,,R. Patrício,6.73,14.152,R. Saiss,7.04,16.994,R. Neves,7.0,15.747,N. Semedo,6.9,15.124,L. Dendoncker,6.88,,,,,,,15.573,F. Schär,7.04,14.457,J. Lewis,6.51,,F. Fernández,6.93,14.457,J. Lascelles,6.95,16.44,J. Murphy,6.46,15.483,C. Wilson,6.87,16.186,A. Saint-Maximin,6.96,,,,12.255,K. Darlow,7.01,15.979,M. Almirón,6.8,14.457,R. Fraser,7.12,,J. Hendrick,6.6,,,,,,,,,
8896875,2020-2021,6.0,2020-10-25 19:15,finished,Arsenal,Leicester City,7.0457,7.0045,15.7621,15.8779,18.064,Gabriel,7.45,12.278,D. Luiz,7.11,16.176,G. Xhaka,7.11,,,,,,,15.483,A. Lacazette,7.17,18.728,B. Saka,6.92,14.88,P. Aubameyang,7.15,15.817,B. Leno,6.97,15.944,D. Ceballos,7.08,15.857,K. Tierney,6.81,14.771,H. Bellerín,6.81,15.384,T. Partey,6.92,,,,,,,17.183,W. Fofana,7.2,,C. Fuchs,7.06,,J. Evans,7.0,,,,,,,17.183,J. Maddison,7.35,14.557,D. Praet,6.76,17.371,H. Barnes,6.9,12.676,K. Schmeichel,6.85,17.453,Y. Tielemans,7.12,16.067,T. Castagne,7.16,14.078,N. Mendy,6.7,16.333,J. Justin,6.94,,,,,,
8896886,2020-2021,6.0,2020-10-26 17:30,finished,Brighton & Hove Albion,West Bromwich Albion,6.8591,6.7531,15.6884,15.0466,15.464,D. Burn,6.79,15.803,A. Webster,6.88,14.771,J. Veltman,6.92,,,,,,,,A. Lallana,6.99,16.86,L. Trossard,6.85,15.226,N. Maupay,6.89,14.457,M. Ryan,6.76,16.44,Y. Bissouma,6.82,14.947,S. March,6.91,15.803,T. Lamptey,6.94,17.111,B. White,6.7,,,,,,,13.092,C. Townsend,6.83,14.88,D. Furlong,6.76,13.641,S. Ajayi,5.95,,B. Ivanović,6.9,,,,15.009,K. Grant,6.65,,,,,,,15.483,S. Johnstone,6.9,16.418,M. Pereira,7.04,14.457,F. Krovinović,7.0,15.096,G. Diangana,6.55,,J. Livermore,6.79,17.342,C. Gallagher,6.9,,,
8896877,2020-2021,6.0,2020-10-26 20:00,finished,Burnley,Tottenham Hotspur,6.9122,7.0064,14.363,15.2792,12.128,K. Long,6.91,12.468,M. Lowton,6.88,15.79,J. Tarkowski,7.11,14.557,C. Taylor,6.75,,,,12.155,A. Barnes,6.92,15.944,C. Wood,6.83,,,,15.718,N. Pope,6.95,16.013,J. Brownhill,6.79,12.995,A. Westwood,6.97,13.152,J. Guðmundsson,6.98,17.074,D. McNeil,6.94,,,,,,,15.656,E. Dier,6.99,15.342,B. Davies,7.0,,T. Alderweireld,7.12,14.221,M. Doherty,6.94,,,,18.078,H. Kane,7.43,,,,,,,13.785,H. Lloris,6.98,14.979,T. Ndombélé,6.99,14.809,L. Moura,6.86,16.739,H. M. Son,7.13,16.607,P. Højbjerg,6.88,12.578,M. Sissoko,6.75,,,
8896874,2020-2021,7.0,2020-10-30 20:00,finished,Wolverhampton,Crystal Palace,6.9624,6.8918,15.8507,13.6323,13.561,W. Boly,7.01,14.152,C. Coady,6.81,16.86,M. Kilman,7.06,,,,,,,17.876,P. Neto,6.93,15.464,D. Podence,7.22,15.251,R. Jiménez,7.18,,R. Patrício,6.73,16.994,R. Neves,7.0,17.479,R. A. Nouri,6.92,15.747,N. Semedo,6.85,15.124,L. Dendoncker,6.87,,,,,,,12.874,P. v. Aanholt,6.95,13.05,N. Clyne,6.76,11.951,C. Kouyaté,6.85,,S. Dann,6.94,,,,13.218,A. Townsend,6.97,14.979,M. Batshuayi,6.92,15.251,W. Zaha,6.84,12.972,V. Guaita,6.9,14.457,J. Schlupp,6.78,14.078,J. Riedewald,6.82,13.494,L. Milivojević,7.06,,,,,,,,,
8896861,2020-2021,7.0,2020-10-31 12:30,finished,Sheffield United,Manchester City,6.8544,7.1901,14.8005,16.5422,11.562,E. Stevens,6.86,13.998,J. Egan,6.83,14.457,G. Baldock,6.83,14.648,M. Lowe,6.7,,C. Basham,6.96,14.809,O. McBurnie,6.88,14.809,R. Brewster,6.4,,,,16.349,A. Ramsdale,6.89,13.561,B. Osborn,6.78,16.739,E. Ampadu,7.35,17.074,S. Berge,6.92,,,,,,,,,,16.056,A. Laporte,7.13,14.648,K. Walker,7.05,17.99,R. Dias,7.17,16.186,J. Cancelo,7.41,,,,15.384,R. Sterling,7.15,15.79,R. Mahrez,7.24,17.804,F. Torres,6.9,16.44,Ederson,6.85,18.035,Rodri,7.23,17.074,B. Silva,7.24,16.556,K. De Bruyne,7.73,,,,,,,,,
