match_id,season,round,timestamp,status,home_team,away_team,home_lineup_strength_rating,away_lineup_strength_rating,home_lineup_strength_mv,away_lineup_strength_mv,home_D1_log_mv,home_D1_name,home_D1_rating,home_D2_log_mv,home_D2_name,home_D2_rating,home_D3_log_mv,home_D3_name,home_D3_rating,home_D4_log_mv,home_D4_name,home_D4_rating,home_D5_log_mv,home_D5_name,home_D5_rating,home_F1_log_mv,home_F1_name,home_F1_rating,home_F2_log_mv,home_F2_name,home_F2_rating,home_F3_log_mv,home_F3_name,home_F3_rating,home_G1_log_mv,home_G1_name,home_G1_rating,home_M1_log_mv,home_M1_name,home_M1_rating,home_M2_log_mv,home_M2_name,home_M2_rating,home_M3_log_mv,home_M3_name,home_M3_rating,home_M4_log_mv,home_M4_name,home_M4_rating,home_M5_log_mv,home_M5_name,home_M5_rating,home_M6_log_mv,home_M6_name,home_M6_rating,away_D1_log_mv,away_D1_name,away_D1_rating,away_D2_log_mv,away_D2_name,away_D2_rating,away_D3_log_mv,away_D3_name,away_D3_rating,away_D4_log_mv,away_D4_name,away_D4_rating,away_D5_log_mv,away_D5_name,away_D5_rating,away_F1_log_mv,away_F1_name,away_F1_rating,away_F2_log_mv,away_F2_name,away_F2_rating,away_F3_log_mv,away_F3_name,away_F3_rating,away_G1_log_mv,away_G1_name,away_G1_rating,away_M1_log_mv,away_M1_name,away_M1_rating,away_M2_log_mv,away_M2_name,away_M2_rating,away_M3_log_mv,away_M3_name,away_M3_rating,away_M4_log_mv,away_M4_name,away_M4_rating,away_M5_log_mv,away_M5_name,away_M5_rating,away_M6_log_mv,away_M6_name,away_M6_rating
7089875,2016-2017,1.0,2016-08-13 11:30,Ended,Hull City,Leicester City,6.9409,7.0533,12.6085,14.0764,,J. Livermore,6.64,,A. Elmohamady,7.01,16.186,A. Robertson,7.17,,C. Davies,6.9,,,,10.8,A. Diomandé,7.05,12.278,A. Hernández,7.05,,R. Snodgrass,7.11,,E. Jakupović,6.77,,T. Huddlestone,7.2,11.17,S. Clucas,6.96,,D. Meyler,6.5,,,,,,,,,,,C. Fuchs,7.29,,D. Simpson,6.91,,L. Hernández,6.9,,W. Morgan,7.03,,,,13.785,J. Vardy,7.21,13.092,A. Musa,7.05,,,,12.676,K. Schmeichel,6.83,15.79,R. Mahrez,7.39,,A. King,7.15,15.039,D. Gray,6.64,,D. Drinkwater,7.19,,,,,,
7089874,2016-2017,1.0,2016-08-13 14:00,Ended,Crystal Palace,West Bromwich Albion,6.8111,6.8434,12.818,12.201,11.849,P. Souaré,6.68,,D. Delaney,6.93,12.56,J. Ward,6.78,,S. Dann,7.03,,,,11.562,C. Wickham,6.93,,,,,,,,W. Hennessey,6.67,15.251,W. Zaha,6.76,,M. Jedinak,7.03,12.468,C. Y. Lee,6.44,13.218,A. Townsend,6.8,,J. Puncheon,6.88,,,,13.795,C. Dawson,6.84,,J. Olsson,6.72,,G. McAuley,6.98,,J. Evans,7.07,,,,10.086,S. Berahino,6.75,12.972,S. Rondón,6.94,,,,,B. Foster,6.71,11.951,M. Phillips,6.74,,C. Yacob,6.93,,C. Gardner,6.86,,D. Fletcher,6.75,,,,,,
7089880,2016-2017,1.0,2016-08-13 14:00,Ended,Middlesbrough,Stoke City,7.0047,6.8761,12.4261,12.9564,11.482,E. Nsue,6.9,13.554,B. Gibson,6.8,,G. Friend,6.9,,A. Barragán,6.9,,,,,Á. Negredo,7.05,,,,,,,,V. Valdés,7.9,,S. Downing,6.79,12.014,A. Clayton,6.96,10.859,A. Adomah,6.96,15.039,M. de Roon,6.96,11.608,G. Ramírez,6.96,,,,,P. Bardsley,6.9,,R. Shawcross,6.84,11.849,E. Pieters,6.89,,P. Wollscheid,6.95,,,,10.859,M. B. Diouf,6.89,,,,,,,,S. Given,6.45,,B. Krkic,6.89,14.346,X. Shaqiri,6.85,14.771,M. Arnautović,7.01,,G. Imbula,7.05,,G. Whelan,6.91,,,
7089876,2016-2017,1.0,2016-08-13 14:00,Ended,Everton,Tottenham Hotspur,6.9775,7.0948,13.2043,14.8174,11.314,R. F. Mori,7.23,,P. Jagielka,7.12,14.979,M. Holgate,6.53,,,,,,,,K. Mirallas,6.78,15.32,R. Barkley,7.2,13.092,G. Deulofeu,6.98,,M. Stekelenburg,6.69,,L. Baines,6.9,,G. Barry,7.12,10.736,J. McCarthy,7.01,13.785,I. Gueye,7.21,,,,,,,,D. Rose,7.02,14.648,K. Walker,7.06,,T. Alderweireld,7.2,,J. Vertonghen,7.06,,,,18.078,H. Kane,7.34,,,,,,,13.785,H. Lloris,7.0,12.388,V. Wanyama,6.97,,E. Lamela,7.03,14.286,D. Alli,7.12,15.656,E. Dier,6.93,14.88,C. Eriksen,7.32,,,
7089878,2016-2017,1.0,2016-08-13 14:00,Ended,Burnley,Swansea City,6.7775,6.8645,12.4127,12.3216,13.039,B. Mee,6.85,,S. Ward,6.4,15.124,M. Keane,7.06,12.468,M. Lowton,6.64,,,,10.736,S. Vokes,6.68,12.794,A. Gray,6.64,,,,11.849,T. Heaton,6.95,,D. Jones,6.69,10.878,S. Arfield,6.49,,D. Marney,7.6,,G. Boyd,6.56,,,,,,,10.897,K. Naughton,6.81,,F. Fernández,7.01,13.337,J. Amat,6.83,11.051,S. Kingsley,6.95,,,,,F. Llorente,7.07,13.092,M. Barrow,6.58,,W. Routledge,6.56,12.468,Ł. Fabiański,6.89,13.521,J. Cork,6.99,,L. Britton,6.87,11.884,L. Fer,6.94,,,,,,,,,
7089879,2016-2017,1.0,2016-08-13 14:00,Ended,Southampton,Watford,7.01,6.8923,14.185,12.345,14.979,M. Targett,6.93,13.227,C. Soares,6.97,16.739,V. van Dijk,7.41,11.849,M. Yoshida,6.87,,,,13.998,N. Redmond,6.94,,S. Long,7.0,,,,13.4,F. Forster,6.85,15.502,J. Ward-Prowse,7.03,13.514,O. Romeu,6.96,,S. Davis,7.03,14.457,D. Tadić,7.12,,,,,,,,S. Prödl,6.9,,M. Britos,6.77,,C. Cathcart,6.73,,,,,,,13.271,O. Ighalo,7.02,11.951,T. Deeney,7.27,,,,,Gomes,6.97,,J. Holebas,6.84,11.813,N. Amrabat,6.47,,É. Capoue,6.94,,V. Behrami,6.84,,A. Guédioura,7.07,,,
7089877,2016-2017,1.0,2016-08-13 16:30,Ended,Manchester City,Sunderland,7.1195,6.8662,16.122,12.4221,16.426,J. Stones,7.05,,G. Clichy,7.14,,A. Kolarov,7.15,,B. Sagna,6.97,,,,,S. Agüero,7.4,,,,,,,,W. Caballero,6.77,,D. Silva,7.32,16.556,K. De Bruyne,7.35,,Nolito,6.96,,Fernandinho,7.13,15.384,R. Sterling,7.07,,,,12.578,P. v. Aanholt,6.97,,Y. Kaboul,6.94,12.155,D. Love,6.9,10.878,L. Koné,7.31,,,,,J. Defoe,7.0,,,,,,,,V. Mannone,6.97,13.181,D. Watmore,6.33,,J. Rodwell,6.77,12.181,F. Borini,6.62,,J. O'Shea,6.77,13.561,L. Gooch,6.96,,,
7089873,2016-2017,1.0,2016-08-14 12:30,Ended,Bournemouth,Manchester United,6.8413,7.0097,13.7501,14.4277,,C. Daniels,6.77,12.676,S. Cook,7.01,,S. Francis,6.91,13.152,A. Smith,6.77,,,,11.419,J. Ibe,6.53,14.152,J. King,7.02,15.483,C. Wilson,7.01,,A. Boruc,6.63,16.433,L. Cook,6.7,12.936,H. Arter,6.97,,A. Surman,6.94,,,,,,,,,,14.221,D. Blind,7.15,,A. Valencia,7.14,16.056,L. Shaw,6.99,14.221,E. Bailly,6.92,,,,,Z. Ibrahimović,7.05,,,,,,,15.009,D. De Gea,6.77,,W. Rooney,7.22,13.039,A. Herrera,7.18,,M. Fellaini,6.75,12.874,J. Mata,6.99,15.573,A. Martial,6.97,,,
7089871,2016-2017,1.0,2016-08-14 15:00,Ended,Arsenal,Liverpool,7.0363,7.0695,14.4719,14.3496,14.771,H. Bellerín,6.92,13.78,C. Chambers,6.76,14.845,R. Holding,6.97,,N. Monreal,7.08,,,,14.221,A. Sánchez,7.47,,,,,,,,P. Čech,7.07,14.286,M. Elneny,6.95,13.152,A. Ramsey,7.1,17.074,A. Iwobi,7.01,,T. Walcott,6.86,13.647,F. Coquelin,7.22,,,,13.769,A. Moreno,7.0,13.028,D. Lovren,7.05,13.05,N. Clyne,6.77,,R. Klavan,6.9,,,,15.124,P. Coutinho,7.51,15.405,R. Firmino,7.41,15.703,S. Mané,7.27,13.816,S. Mignolet,6.69,14.604,J. Henderson,7.2,14.648,G. Wijnaldum,6.93,,A. Lallana,7.02,,,,,,,,,
7089872,2016-2017,1.0,2016-08-15 19:00,Ended,Chelsea,West Ham United,7.0088,6.9561,14.5093,13.1161,,G. Cahill,6.91,,J. Terry,6.8,13.911,C. Azpilicueta,7.07,,B. Ivanović,6.86,,,,,Diego Costa,7.05,,,,,,,16.672,T. Courtois,6.73,15.297,N. Kanté,7.16,14.346,N. Matić,6.98,13.748,Oscar,6.87,,E. Hazard,7.4,13.082,Willian,7.27,,,,13.152,M. Antonio,7.1,,J. Collins,7.01,,W. Reid,7.09,14.691,A. Masuaku,6.81,,,,12.543,A. Ayew,6.89,12.388,A. Carroll,7.21,14.152,E. Valencia,6.71,12.936,Adrián,6.92,,M. Noble,7.06,11.951,C. Kouyaté,7.01,,H. Nordtveit,6.7,,,,,,,,,
7090014,2016-2017,2.0,2016-08-19 19:00,Ended,Manchester United,Southampton,7.1038,7.0128,14.7741,14.2758,14.221,D. Blind,7.16,14.221,E. Bailly,6.99,16.056,L. Shaw,6.97,,A. Valencia,7.12,,,,,Z. Ibrahimović,7.8,,,,,,,15.009,D. De Gea,6.77,12.874,J. Mata,7.0,,W. Rooney,7.22,,M. Fellaini,6.78,15.464,P. Pogba,7.35,15.573,A. Martial,6.99,,,,14.979,M. Targett,6.93,13.227,C. Soares,6.96,11.562,J. Fonte,7.06,16.739,V. van Dijk,7.4,,,,,S. Long,6.99,13.998,N. Redmond,6.95,,,,13.4,F. Forster,6.83,16.607,P. Højbjerg,6.91,,S. Davis,7.03,13.514,O. Romeu,6.95,14.457,D. Tadić,7.13,,,,,,
7090031,2016-2017,2.0,2016-08-20 11:30,Ended,Stoke City,Manchester City,6.8904,7.1036,12.4931,15.5692,,P. Wollscheid,6.96,11.849,E. Pieters,6.89,,P. Bardsley,6.88,,R. Shawcross,6.84,,,,14.771,M. Arnautović,7.01,10.859,M. B. Diouf,6.88,,B. Krkic,6.88,,S. Given,6.46,,J. Allen,7.03,,G. Imbula,7.05,,G. Whelan,6.92,,,,,,,,,,13.911,N. Otamendi,7.25,16.426,J. Stones,7.05,,P. Zabaleta,6.8,,A. Kolarov,7.15,,,,,J. Navas,6.88,,S. Agüero,7.4,15.384,R. Sterling,7.07,,W. Caballero,6.75,,D. Silva,7.31,,Fernandinho,7.14,16.556,K. De Bruyne,7.34,,,,,,,,,
7090015,2016-2017,2.0,2016-08-20 14:00,Ended,Swansea City,Hull City,6.9351,7.0718,12.3806,12.6085,,F. Fernández,7.02,11.051,S. Kingsley,7.14,13.337,J. Amat,6.87,10.897,K. Naughton,6.86,,,,,F. Llorente,7.17,,,,,,,12.468,Ł. Fabiański,6.91,11.884,L. Fer,7.01,,W. Routledge,6.58,12.794,G. Sigurðsson,7.08,13.521,J. Cork,6.99,13.092,M. Barrow,6.64,,,,,J. Livermore,6.68,,C. Davies,7.6,16.186,A. Robertson,7.17,,A. Elmohamady,6.99,,,,,R. Snodgrass,7.16,12.278,A. Hernández,6.8,10.8,A. Diomandé,7.6,,E. Jakupović,7.0,,T. Huddlestone,7.11,11.17,S. Clucas,7.1,,D. Meyler,6.58,,,,,,,,,
7090019,2016-2017,2.0,2016-08-20 14:00,Ended,Watford,Chelsea,6.8993,7.0093,12.345,14.6316,,M. Britos,6.78,,C. Cathcart,6.73,,S. Prödl,6.9,,,,,,,11.951,T. Deeney,7.27,13.271,O. Ighalo,7.01,,,,,Gomes,7.0,,A. Guédioura,7.03,,É. Capoue,6.96,,V. Behrami,6.85,11.813,N. Amrabat,6.52,,J. Holebas,6.85,,,,,B. Ivanović,6.88,,G. Cahill,6.91,13.911,C. Azpilicueta,7.08,,J. Terry,6.8,,,,,Diego Costa,7.05,,,,,,,16.672,T. Courtois,6.73,14.346,N. Matić,6.97,,E. Hazard,7.41,13.748,Oscar,6.88,15.297,N. Kanté,7.15,13.816,Pedro,7.24,,,
7090016,2016-2017,2.0,2016-08-20 14:00,Ended,West Bromwich Albion,Everton,6.8439,6.9909,12.201,13.2043,,J. Evans,7.08,,G. McAuley,6.98,,J. Olsson,6.74,13.795,C. Dawson,6.85,,,,10.086,S. Berahino,6.74,12.972,S. Rondón,6.95,,,,,B. Foster,6.73,,D. Fletcher,6.75,11.951,M. Phillips,6.64,,C. Yacob,6.94,,C. Gardner,6.88,,,,,,,14.979,M. Holgate,6.67,,P. Jagielka,7.13,11.314,R. F. Mori,7.22,,,,,,,,K. Mirallas,6.79,15.32,R. Barkley,7.21,13.092,G. Deulofeu,6.96,,M. Stekelenburg,6.69,10.736,J. McCarthy,7.01,13.785,I. Gueye,7.21,,L. Baines,6.89,,G. Barry,7.12,,,,,,
7090030,2016-2017,2.0,2016-08-20 14:00,Ended,Tottenham Hotspur,Crystal Palace,7.0695,6.8009,15.1691,12.818,,D. Rose,7.03,,J. Vertonghen,7.06,14.648,K. Walker,7.07,,T. Alderweireld,7.19,,,,15.363,V. Janssen,7.05,,,,,,,,M. Vorm,6.8,15.656,E. Dier,6.93,12.388,V. Wanyama,6.97,18.078,H. Kane,7.32,14.88,C. Eriksen,7.31,,E. Lamela,7.04,,,,11.849,P. Souaré,6.69,,D. Delaney,6.92,,S. Dann,7.03,12.56,J. Ward,6.76,,,,11.562,C. Wickham,6.92,,,,,,,,W. Hennessey,6.68,12.468,C. Y. Lee,6.58,,J. Ledley,6.73,,J. Puncheon,6.9,15.251,W. Zaha,6.74,13.218,A. Townsend,6.85,,,
7090382,2016-2017,2.0,2016-08-20 14:00,Ended,Burnley,Liverpool,6.7562,7.0547,12.4127,14.1614,12.468,M. Lowton,6.69,,S. Ward,6.9,13.039,B. Mee,6.86,15.124,M. Keane,7.04,,,,10.736,S. Vokes,6.7,12.794,A. Gray,6.61,,,,11.849,T. Heaton,6.98,,S. Defour,6.2,10.878,S. Arfield,6.51,,G. Boyd,6.61,,D. Marney,7.2,,,,,,,13.05,N. Clyne,6.77,13.617,J. Milner,7.17,,R. Klavan,6.6,13.028,D. Lovren,7.03,,,,,D. Sturridge,7.23,15.124,P. Coutinho,7.54,15.405,R. Firmino,7.4,13.816,S. Mignolet,6.7,,A. Lallana,7.03,14.604,J. Henderson,7.2,14.648,G. Wijnaldum,6.93,,,,,,,,,
7090013,2016-2017,2.0,2016-08-20 16:30,Ended,Leicester City,Arsenal,7.0179,7.1377,14.0821,14.2946,,C. Fuchs,7.29,,D. Simpson,6.89,,R. Huth,7.07,,W. Morgan,7.01,,,,13.785,J. Vardy,7.19,,S. Okazaki,6.73,,,,12.676,K. Schmeichel,6.82,,M. Albrighton,7.07,15.79,R. Mahrez,7.38,14.078,N. Mendy,6.56,,D. Drinkwater,7.18,,,,,,,,N. Monreal,7.07,14.845,R. Holding,6.93,,L. Koscielny,7.29,14.771,H. Bellerín,6.91,,,,14.221,A. Sánchez,7.44,,,,,,,,P. Čech,7.04,14.221,A. Oxlade-Chamberlain,7.2,13.647,F. Coquelin,7.19,,T. Walcott,6.86,16.176,G. Xhaka,6.92,12.181,S. Cazorla,7.67,,,
7090017,2016-2017,2.0,2016-08-21 12:30,Ended,Sunderland,Middlesbrough,6.7672,6.886,13.0301,12.4248,12.155,D. Love,6.8,10.779,P. Djilobodji,6.9,,J. O'Shea,6.75,12.578,P. v. Aanholt,6.96,,,,,J. Defoe,7.0,,,,,,,,V. Mannone,6.94,13.561,L. Gooch,6.3,13.181,D. Watmore,6.34,,J. Rodwell,6.81,14.88,P. McNair,6.63,14.078,A. Januzaj,7.0,,,,13.554,B. Gibson,6.85,,A. Barragán,6.7,,G. Friend,7.3,11.482,E. Nsue,6.6,,,,,Á. Negredo,7.3,,,,,,,,B. Guzan,6.57,13.635,C. Stuani,6.96,12.014,A. Clayton,6.2,,S. Downing,6.81,12.255,A. Forshaw,6.96,11.608,G. Ramírez,7.5,,,
7090018,2016-2017,2.0,2016-08-21 15:00,Ended,West Ham United,Bournemouth,6.9338,6.912,13.3588,13.4679,13.271,S. Byram,7.05,,W. Reid,7.08,14.691,A. Masuaku,6.81,,J. Collins,7.03,,,,14.152,E. Valencia,6.71,,,,,,,12.936,Adrián,6.92,13.152,M. Antonio,7.07,11.951,C. Kouyaté,7.0,,H. Nordtveit,6.58,,G. Töre,6.96,,M. Noble,7.06,,,,,S. Francis,6.89,,C. Daniels,6.78,12.676,S. Cook,7.0,13.152,A. Smith,6.78,,,,14.152,J. King,7.01,15.483,C. Wilson,6.99,,,,,A. Boruc,6.63,11.419,J. Ibe,6.53,,A. Surman,6.94,14.457,R. Fraser,7.54,12.936,H. Arter,6.96,,,,,,
7090025,2016-2017,3.0,2016-08-27 11:30,Ended,Tottenham Hotspur,Liverpool,7.0883,7.117,14.9895,14.3327,,J. Vertonghen,7.07,,T. Alderweireld,7.19,14.648,K. Walker,7.08,,D. Rose,7.04,,,,18.078,H. Kane,7.32,,,,,,,,M. Vorm,6.92,15.656,E. Dier,6.93,14.286,D. Alli,7.1,14.88,C. Eriksen,7.29,12.388,V. Wanyama,6.98,,E. Lamela,7.05,,,,13.028,D. Lovren,7.04,13.617,J. Milner,7.16,,J. Matip,7.23,13.05,N. Clyne,6.77,,,,15.405,R. Firmino,7.4,15.703,S. Mané,7.28,15.124,P. Coutinho,7.56,13.816,S. Mignolet,6.68,14.648,G. Wijnaldum,6.94,14.604,J. Henderson,7.22,,A. Lallana,7.03,,,,,,,,,
7090029,2016-2017,3.0,2016-08-27 14:00,Ended,Everton,Stoke City,7.0071,6.8604,14.5656,12.4931,14.979,M. Holgate,6.8,,P. Jagielka,7.12,,A. Williams,7.18,,L. Baines,6.91,,,,16.49,R. Lukaku,7.11,,,,,,,,M. Stekelenburg,6.71,,G. Barry,7.14,,K. Mirallas,6.82,12.255,Y. Bolasie,6.9,13.785,I. Gueye,7.21,15.32,R. Barkley,7.19,,,,,P. Bardsley,6.88,11.849,E. Pieters,6.88,,G. Cameron,6.84,,R. Shawcross,6.82,,,,10.859,M. B. Diouf,6.86,14.771,M. Arnautović,7.0,,P. Crouch,6.84,,S. Given,6.39,,G. Imbula,7.0,,G. Whelan,6.92,,J. Allen,7.04,,,,,,,,,
7090026,2016-2017,3.0,2016-08-27 14:00,Ended,Watford,Arsenal,6.8944,7.1679,12.6749,14.4025,13.665,C. Kabasele,6.52,,Y. Kaboul,6.94,,S. Prödl,6.88,,,,,,,13.271,O. Ighalo,6.98,11.951,T. Deeney,7.25,,,,,Gomes,6.99,11.813,N. Amrabat,6.65,,É. Capoue,6.96,,A. Guédioura,6.96,,J. Holebas,6.84,,V. Behrami,6.86,,,,,N. Monreal,7.08,14.845,R. Holding,6.99,,L. Koscielny,7.29,14.771,H. Bellerín,6.93,,,,14.221,A. Sánchez,7.44,,,,,,,,P. Čech,7.05,,M. Özil,7.51,12.181,S. Cazorla,7.62,16.176,G. Xhaka,6.93,14.221,A. Oxlade-Chamberlain,7.15,,T. Walcott,6.87,,,
7090024,2016-2017,3.0,2016-08-27 14:00,Ended,Crystal Palace,Bournemouth,6.9194,6.9077,12.6949,13.4679,,S. Dann,7.03,,D. Delaney,6.93,11.849,P. Souaré,6.69,12.56,J. Ward,6.79,,,,11.562,C. Wickham,6.92,14.286,C. Benteke,7.16,,,,,S. Mandanda,6.78,13.218,A. Townsend,6.85,,Y. Cabaye,7.31,,J. Puncheon,6.89,,J. McArthur,6.77,,,,,,,,C. Daniels,6.77,12.676,S. Cook,7.01,13.152,A. Smith,6.78,,S. Francis,6.89,,,,15.483,C. Wilson,6.97,11.419,J. Ibe,6.54,14.152,J. King,7.01,,A. Boruc,6.63,,A. Surman,6.94,14.457,R. Fraser,7.52,12.936,H. Arter,6.93,,,,,,,,,
7090022,2016-2017,3.0,2016-08-27 14:00,Ended,Southampton,Sunderland,6.9771,6.8932,14.0257,12.9497,14.979,M. Targett,6.95,13.227,C. Soares,6.96,16.739,V. van Dijk,7.39,11.562,J. Fonte,7.05,,,,11.775,C. Austin,6.65,13.998,N. Redmond,6.96,,,,13.4,F. Forster,6.8,16.607,P. Højbjerg,6.92,,S. Davis,7.03,14.457,D. Tadić,7.1,13.514,O. Romeu,6.93,,,,,,,12.578,P. v. Aanholt,6.98,10.878,L. Koné,7.3,10.779,P. Djilobodji,7.1,,J. Manquillo,6.6,,,,,J. Defoe,6.99,12.181,F. Borini,6.6,,,,16.594,J. Pickford,6.67,,J. Rodwell,6.79,14.078,A. Januzaj,7.03,13.561,L. Gooch,6.8,,S. Pienaar,6.96,,,,,,
7090023,2016-2017,3.0,2016-08-27 14:00,Ended,Leicester City,Swansea City,7.0309,6.9338,14.0621,12.3806,,W. Morgan,7.02,,R. Huth,7.07,,C. Fuchs,7.29,,D. Simpson,6.92,,,,13.785,J. Vardy,7.17,,S. Okazaki,6.72,,,,12.676,K. Schmeichel,6.83,,M. Albrighton,7.06,,D. Drinkwater,7.17,15.79,R. Mahrez,7.37,13.998,D. Amartey,6.7,,,,,,,11.051,S. Kingsley,7.1,,F. Fernández,7.02,10.897,K. Naughton,6.88,13.337,J. Amat,6.95,,,,,F. Llorente,7.04,,,,,,,12.468,Ł. Fabiański,6.9,13.521,J. Cork,7.01,12.794,G. Sigurðsson,7.08,,W. Routledge,6.6,13.092,M. Barrow,6.69,11.884,L. Fer,7.01,,,
7090021,2016-2017,3.0,2016-08-27 14:00,Ended,Chelsea,Burnley,7.0107,6.8015,14.5093,12.4127,,J. Terry,6.8,,B. Ivanović,6.88,13.911,C. Azpilicueta,7.07,,G. Cahill,6.91,,,,,Diego Costa,7.04,,,,,,,16.672,T. Courtois,6.73,13.748,Oscar,6.88,15.297,N. Kanté,7.15,13.082,Willian,7.27,,E. Hazard,7.42,14.346,N. Matić,6.97,,,,13.039,B. Mee,6.89,,S. Ward,6.9,12.468,M. Lowton,6.74,15.124,M. Keane,7.05,,,,10.736,S. Vokes,6.8,12.794,A. Gray,6.7,,,,11.849,T. Heaton,7.01,,G. Boyd,6.64,10.878,S. Arfield,6.56,,S. Defour,6.53,,D. Marney,7.0,,,,,,
7090027,2016-2017,3.0,2016-08-27 16:30,Ended,Hull City,Manchester United,7.1451,7.1333,12.6085,14.7741,16.186,A. Robertson,7.19,,C. Davies,8.25,,A. Elmohamady,7.0,,J. Livermore,6.81,,,,,R. Snodgrass,7.17,10.8,A. Diomandé,7.2,12.278,A. Hernández,6.75,,E. Jakupović,7.2,11.17,S. Clucas,7.2,,D. Meyler,6.68,,T. Huddlestone,7.13,,,,,,,,,,14.221,E. Bailly,7.01,,A. Valencia,7.12,14.221,D. Blind,7.17,16.056,L. Shaw,6.99,,,,,Z. Ibrahimović,8.05,,,,,,,15.009,D. De Gea,6.78,,W. Rooney,7.21,,M. Fellaini,6.8,12.874,J. Mata,7.0,15.573,A. Martial,6.97,15.464,P. Pogba,7.38,,,
7090020,2016-2017,3.0,2016-08-28 12:30,Ended,West Bromwich Albion,Middlesbrough,6.8466,7.0783,12.9272,12.4248,,G. McAuley,7.0,13.795,C. Dawson,6.84,,J. Evans,7.05,12.468,B. Galloway,6.83,,,,12.972,S. Rondón,6.94,,,,,,,,B. Foster,6.75,14.947,S. Field,6.96,11.43,J. McClean,6.65,,D. Fletcher,6.75,11.951,M. Phillips,6.61,,C. Yacob,6.95,,,,11.482,E. Nsue,6.6,,A. Barragán,7.0,,D. Ayala,6.9,13.554,B. Gibson,6.9,,,,,Á. Negredo,7.35,,,,,,,,B. Guzan,6.57,12.255,A. Forshaw,7.5,13.635,C. Stuani,8.6,12.014,A. Clayton,6.5,,S. Downing,6.84,11.608,G. Ramírez,7.1,,,
7090028,2016-2017,3.0,2016-08-28 15:00,Ended,Manchester City,West Ham United,7.0792,7.0468,15.5692,13.0916,13.911,N. Otamendi,7.25,16.426,J. Stones,7.05,,P. Zabaleta,6.81,,G. Clichy,7.14,,,,,Nolito,6.6,,S. Agüero,7.42,15.384,R. Sterling,7.07,,W. Caballero,6.76,16.556,K. De Bruyne,7.34,,Fernandinho,7.14,,D. Silva,7.3,,,,,,,,,,11.951,A. Ogbonna,6.9,,J. Collins,7.03,,W. Reid,7.1,,,,,,,14.152,E. Valencia,6.68,12.808,A. Fletcher,7.04,,,,12.936,Adrián,6.94,13.152,M. Antonio,7.1,14.691,A. Masuaku,6.84,11.951,C. Kouyaté,7.01,,M. Noble,7.07,,G. Töre,7.8,,,
7090039,2016-2017,4.0,2016-09-10 11:30,Ended,Manchester United,Manchester City,7.1234,7.1013,14.9574,15.4448,14.221,D. Blind,7.18,16.056,L. Shaw,7.0,14.221,E. Bailly,7.08,,A. Valencia,7.15,,,,,Z. Ibrahimović,7.73,,,,,,,15.009,D. De Gea,6.78,,W. Rooney,7.22,15.464,P. Pogba,7.4,14.691,J. Lingard,6.83,15.039,H. Mkhitaryan,7.15,,M. Fellaini,6.83,,,,,A. Kolarov,7.14,,B. Sagna,6.95,13.911,N. Otamendi,7.26,16.426,J. Stones,7.05,,,,15.384,R. Sterling,7.1,14.947,K. Iheanacho,7.03,,Nolito,7.0,,C. Bravo,6.78,,D. Silva,7.32,16.556,K. De Bruyne,7.34,,Fernandinho,7.15,,,,,,,,,
7090036,2016-2017,4.0,2016-09-10 14:00,Ended,Bournemouth,West Bromwich Albion,6.8618,6.8474,13.303,12.6495,13.152,A. Smith,6.78,,C. Daniels,6.77,12.676,S. Cook,7.02,,S. Francis,6.9,,,,14.152,J. King,7.03,15.483,C. Wilson,6.94,,,,,A. Boruc,6.64,,J. Stanislas,6.98,11.419,J. Ibe,6.54,,A. Surman,6.94,12.936,H. Arter,6.96,,,,,,,,G. McAuley,6.99,12.468,B. Galloway,6.86,13.795,C. Dawson,6.85,,J. Evans,7.06,,,,10.086,S. Berahino,6.72,,,,,,,,B. Foster,6.76,,C. Yacob,6.95,,D. Fletcher,6.76,,N. Chadli,6.91,14.947,S. Field,6.8,11.951,M. Phillips,6.65,,,
7090035,2016-2017,4.0,2016-09-10 14:00,Ended,Stoke City,Tottenham Hotspur,6.9118,7.0654,13.1934,15.0891,11.849,E. Pieters,6.88,12.96,B. M. Indi,6.9,,R. Shawcross,6.84,,G. Cameron,6.83,,,,,W. Bony,7.21,,,,,,,,S. Given,6.62,14.771,M. Arnautović,7.01,,G. Imbula,6.96,,G. Whelan,6.92,,J. Walters,6.84,,J. Allen,7.02,,,,,T. Alderweireld,7.19,,J. Vertonghen,7.07,14.648,K. Walker,7.07,15.342,B. Davies,6.85,,,,18.078,H. Kane,7.31,,,,,,,13.785,H. Lloris,7.0,14.88,C. Eriksen,7.28,16.739,H. M. Son,6.91,15.656,E. Dier,6.94,12.388,V. Wanyama,6.99,14.286,D. Alli,7.1,,,
